"111","19","20","Alipurduar",NULL,NULL
"111","19","21","Kalimpong","Y",NULL
"111","20","01","Latehar",NULL,NULL
"111","20","02","Palamu",NULL,NULL
"111","20","03","Chatra",NULL,NULL
"111","20","04","Garhwa",NULL,NULL
"111","20","05","Kodarma",NULL,NULL
"111","20","06","Giridih",NULL,NULL
"111","20","07","Deoghar",NULL,NULL
"111","20","08","Godda",NULL,NULL
"111","20","09","Sahibganj",NULL,NULL
"111","20","10","Pakaur",NULL,NULL
"111","20","11","Dumka",NULL,NULL
"111","20","12","Dhanbad",NULL,NULL
"111","20","13","Bokaro",NULL,NULL
"111","20","14","Ranchi",NULL,NULL
"111","20","15","Lohardaga",NULL,NULL
"111","20","16","Gumla",NULL,NULL
"111","20","17","Pashchimi Singhbhum",NULL,NULL
"111","20","18","Purbi Singhbhum",NULL,NULL
"111","20","19","Sareikela Kharsawan",NULL,NULL
"111","20","20","Simdega",NULL,NULL
"111","20","21","Hazaribag",NULL,NULL
"111","20","23","Jamtara",NULL,NULL
"111","21","01","Bargarh",NULL,NULL
"111","21","02","Jharsuguda",NULL,NULL
"111","21","03","Sambalpur",NULL,NULL
"111","21","04","Debagarh",NULL,NULL
"111","21","05","Sundargarh",NULL,NULL
"111","21","06","Kendujhar",NULL,NULL
"111","21","07","Mayurbhanj",NULL,NULL
"111","21","08","Baleshwar",NULL,NULL
"111","21","09","Bhadrak",NULL,NULL
"111","21","10","Kendrapara",NULL,NULL
"111","21","11","Jagatsinghapur",NULL,NULL
"111","21","12","Cuttack",NULL,NULL
"111","21","13","Jajapur",NULL,NULL
"111","21","14","Dhenkanal",NULL,NULL
"111","21","15","Anugul",NULL,NULL
"111","21","16","Nayagarh",NULL,NULL
"111","21","17","Khordha",NULL,NULL
"111","21","18","Puri",NULL,NULL
"111","21","19","Ganjam",NULL,NULL
"111","21","20","Gajapati",NULL,NULL
"111","21","21","Kandhamal",NULL,NULL
"111","21","22","Baudh",NULL,NULL
"111","21","23","Sonapur",NULL,NULL
"111","21","24","Balangir",NULL,NULL
"111","21","25","Nuapada",NULL,NULL
"111","21","26","Kalahandi",NULL,NULL
"111","21","27","Rayagada",NULL,NULL
"111","21","28","Nabarangapur",NULL,NULL
"111","21","29","Koraput",NULL,NULL
"111","21","30","Malkangiri",NULL,NULL
"111","22","01","Koriya",NULL,NULL
"111","22","02","Surguja",NULL,NULL
"111","22","03","Jashpur",NULL,NULL
"111","22","04","Raigarh",NULL,NULL
"111","22","05","Korba",NULL,NULL
"111","22","06","Janjgir - Champa",NULL,NULL
"111","22","07","Bilaspur",NULL,NULL
"111","22","08","Kawardha",NULL,NULL
"111","22","09","Rajnandgaon",NULL,NULL
"111","22","10","Durg",NULL,NULL
"111","22","11","Raipur",NULL,NULL
"111","22","12","Mahasamund",NULL,NULL
"111","22","13","Dhamtari",NULL,NULL
"111","22","14","Kanker",NULL,NULL
"111","22","15","Bastar",NULL,NULL
"111","22","16","Dantewada",NULL,NULL
"111","22","17","BIJAPUR",NULL,NULL
"111","23","01","Sheopur",NULL,NULL
"111","23","02","Morena",NULL,NULL
"111","23","03","Bhind",NULL,NULL
"111","23","04","Gwalior",NULL,NULL
"111","23","05","Datia",NULL,NULL
"111","23","06","Shivpuri",NULL,NULL
"111","23","07","Guna",NULL,NULL
"111","23","08","Tikamgarh",NULL,NULL
"111","23","09","Chhatarpur",NULL,NULL
"111","23","10","Panna",NULL,NULL
"111","23","11","Sagar",NULL,NULL
"111","23","12","Damoh",NULL,NULL
"111","23","13","Satna",NULL,NULL
"111","23","14","Rewa",NULL,NULL
"111","23","15","Umaria",NULL,NULL
"111","23","16","Shahdol",NULL,NULL
"111","23","17","Sidhi",NULL,NULL
"111","23","18","Neemuch",NULL,NULL
"111","23","19","Mandsaur",NULL,NULL
"111","23","20","Ratlam",NULL,NULL
"111","23","21","Ujjain",NULL,NULL
"111","23","22","Shajapur",NULL,NULL
"111","23","23","Dewas",NULL,NULL
"111","23","24","Jhabua",NULL,NULL
"111","23","25","Dhar",NULL,NULL
"111","23","26","Indore",NULL,NULL
"111","23","27","West Nimar",NULL,NULL
"111","23","28","Barwani",NULL,NULL
"111","23","29","East Nimar",NULL,NULL
"111","23","30","Rajgarh",NULL,NULL
"111","23","31","Vidisha",NULL,NULL
"111","23","32","Bhopal",NULL,NULL
"111","23","33","Sehore",NULL,NULL
"111","23","34","Raisen",NULL,NULL
"111","23","35","Betul",NULL,NULL
"111","23","36","Harda",NULL,NULL
"111","23","37","Hoshangabad",NULL,NULL
"111","23","38","Katni",NULL,NULL
"111","23","39","Jabalpur",NULL,NULL
"111","23","40","Narsimhapur",NULL,NULL
"111","23","41","Dindori",NULL,NULL
"111","23","42","Mandla",NULL,NULL
"111","23","43","Chhindwara",NULL,NULL
"111","23","44","Seoni",NULL,NULL
"111","23","45","Balaghat",NULL,NULL
"111","23","46","KHARGONE",NULL,NULL
"111","23","48","KHANDWA",NULL,NULL
"111","24","01","Kachchh",NULL,NULL
"111","24","02","Banas Kantha",NULL,NULL
"111","24","03","Patan",NULL,NULL
"111","24","04","Mahesana",NULL,NULL
"111","24","05","Sabar Kantha",NULL,NULL
"111","24","06","Gandhinagar",NULL,NULL
"111","24","07","Ahmadabad",NULL,NULL
"111","24","08","Surendranagar",NULL,NULL
"111","24","09","Rajkot",NULL,NULL
"111","24","10","Jamnagar",NULL,NULL
"111","24","11","Porbandar",NULL,NULL
"111","24","12","Junagadh",NULL,NULL
"111","24","13","Amreli",NULL,NULL
"111","24","14","Bhavnagar",NULL,NULL
"111","24","15","Anand",NULL,NULL
"111","24","16","Kheda",NULL,NULL
"111","24","17","Panch Mahals",NULL,NULL
"111","24","18","Dohad",NULL,NULL
"111","24","19","Vadodara",NULL,NULL
"111","24","20","Narmada",NULL,NULL
"111","24","21","Bharuch",NULL,NULL
"111","24","22","Surat",NULL,NULL
"111","24","23","The Dangs",NULL,NULL
"111","24","24","Navsari",NULL,NULL
"111","24","25","Valsad",NULL,NULL
"111","24","26","AHWA (DANGS)",NULL,NULL
"111","25","01","Diu",NULL,NULL
"111","25","02","Daman",NULL,NULL
"111","26","01","Dadra & Nagar Haveli",NULL,NULL
"111","27","01","Nandurbar",NULL,NULL
"111","27","02","Dhule",NULL,NULL
"111","27","03","Jalgaon",NULL,NULL
"111","27","04","Buldana",NULL,NULL
"111","27","05","Akola",NULL,NULL
"111","27","06","Washim",NULL,NULL
"111","27","07","Amravati",NULL,NULL
